club,elo_ranking_club,elo
Muangthong United,,1611.0673838205246
Sagan Tosu,,1663.9552189498363
Derthona FBC,,1500.421497581355
FC Llapi,,1510.9528754062649
KF Ferizaj,,1686.8635643361201
Willem II/RKC U19,,1624.0810611299783
Guizhou FC,,1639.7766383980181
1913 Seregno Calcio,,1567.4764689263168
Gremio FBPA U20,,1606.8803983034709
Chamois Niortais FC,,1665.5408522109446
Concordia Chiajna II (- 2021),,1693.7230873512
FC Feronikeli 74,,1604.983026247815
Ceara Sporting Club,,1508.3058557186146
Clube do Remo (PA),,1505.585629869573
NK Rudes U19,,1525.125291145951
ACB Ineu,,1625.492184384832
IK Start,,1518.5474309687536
FC Rapid 1923 U19,,1651.4678985656146
CSA Steaua U19,,1530.6446528998085
AD Confianca,,1674.1410147454358
Fluminense Football Club,,1602.2841817936264
Avai FC,,1565.8312918001477
Sport Club do Recife,,1603.6670466639653
Cruzeiro Belo Horizonte,,1512.6728933315917
Clube Atletico Paranaense,,1549.8819872056577
Al-Arabi SC (Kuwait),,1534.434658803532
Hirnyk Krzywy Rog,,1517.884375250822
FK Cetinje,,1652.0788465581327
Club Jorge Wilstermann,,1538.726470323604
The Strongest La Paz,,1573.0324808400276
Atletico Clube Goianiense,,1544.1334450616255
Clube Atletico Bragantino (SP),,1655.4930916504763
Esporte Clube Vitoria,,1692.5179143424793
America Futebol Clube (MG),,1656.0838441318804
Coventry City,,1516.1050767823526
Olympique Marseille B,,1518.6007246622758
Kom Podgorica,,1575.3212583348627
FK Lovcen Cetinje,,1582.8927018188501
Club Atletico Temperley,,1515.8181906085097
CF Monterrey,,1633.9795599302481
FC Cesarense,,1516.9719292274638
CA Bastia (- 2017),,1564.744840860518
FK Sarajevo Akademie U17,,1561.7255620738683
Grand Ouest Association Lyonnaise FC,,1675.8028467156878
US Avranches,,1619.704995683922
Sporting Club de Lyon,,1594.0917046542427
GS Consolat Marseille,,1641.0317463454821
Almere City FC U21,,1512.8814879526396
Aquila 1902 Montevarchi,,1567.2802120147971
Club Atletico Tucuman,,1639.6438243283542
CA San Lorenzo de Almagro,,1595.9971373507783
Clermont Foot Auvergne 63,,1562.933444009334
Anapolis FC,,1696.2006521193753
Club Villa Dalmine,,1564.527608952502
CF Montreal,,1568.0725145322028
AS Beziers,,1539.4461708511906
Lank FC Vilaverdense,,1666.2846041060984
Plymouth Argyle,,1547.9368206266286
Tadamon Sour,,1580.253307183692
Kuala Lumpur City FC,,1500.4773377657277
Persipura Jayapura,,1695.2661229701546
FC Sete 34,,1633.4791607911736
FC Giugliano 1928,,1604.5247041133573
AS Lyon-Duchere,,1550.2218864943854
Ilves Tampere,,1579.2700603320109
AC Oulu,,1567.15800703419
CSO Plopeni,,1638.4330313213245
AC Le Havre B,,1652.4673220449681
ARO Muscelul Campulung,,1576.8327229983531
Monarcas Morelia,,1610.994310498571
Antequera CF,,1629.0537668506713
Makedonija Gjorce Petrov,,1517.403333752788
SC Eszpino,,1596.259331564678
Al-Nassr FC,,1692.4692927770889
Wrexham AFC,,1644.6516742583453
HNK Hajduk Split U19,,1643.2688742135972
FK Radnicki Sremska Mitrovica,,1575.9226544216083
FC Liverpool U23,,1618.3811494906713
US Triestina,,1547.3077415546013
Crvena Zvezda Belgrad U19,,1601.1911296837573
Graficar Belgrad,,1631.8225383550769
Hapoel Umm al-Fahm,,1659.522043221123
Hapoel Afula,,1689.1825964824006
JS Kabylie,,1518.6782256949682
Falkirk FC,,1657.5139298631484
Heart of Midlothian FC U20,,1519.3662760901607
Norwich City,,2115.11
Hannover 96 U19,,1582.0915666079625
Beitar Tel Aviv Ramla,,1501.0319659481438
Cesena FC,,1649.3049734809044
SpVgg Bayreuth,,1513.9979159615164
SC Schwaz,,1572.7987593163357
Club Atletico Aldosivi,,1656.7809283786935
Union Titus Petange,,1654.5775041670845
SV Straelen,,1668.0456217832077
SV Bad Schallerbach,,1645.8392128389637
FV Illertissen,,1511.3258304468993
AKA Admira Wacker Modling U18,,1653.0997379614366
SV Eintracht Trier 05,,1512.7061324762367
VfB Homberg,,1570.9759078008644
Zenit 2 St. Petersburg,,1622.8777529533816
SKU Amstetten II,,1596.9591890846978
FC Wiltz 71,,1540.021274752803
ASV 13,,1507.4264854831613
FC Victoria Rosport,,1650.1262393181505
North Carolina FC,,1562.5398358887776
Agudat Sport Ashdod,,1683.1787554333364
UFC Hallein,,1582.629232478155
SPG Pregarten,,1537.8191049643735
BK Fremad Amager,,1562.3749777122991
ASK Klagenfurt,,1555.6459671858536
FC Linth 04,,1597.035481528227
CDA Navalcarnero,,1570.0818113149364
AD Alcorcon B,,1504.419755595308
Unionistas CF,,1629.4770653166984
SC Rothis,,1567.9102399803548
Seoul E-Land,,1697.0783536696767
Dong A Thanh Hoa FC,,1695.6353300828646
Sai Gon FC (- 2022),,1524.0763152883349
Roasso Kumamoto,,1616.0397427815835
Nagoya Grampus,,1591.0180454195433
SV Schalding-Heining,,1690.5261186160542
Tarsus Idman Yurdu,,1699.8067925473927
NK Rogaska,,1550.0050634764884
NK Brda,,1672.3331043890425
Manchester United U23,,1544.3507660730293
Skive IK,,1560.949587200308
Adelaide United,,1562.894163772115
Adelaide United U21,,1530.4082120218416
Sogndal IL,,1564.3975048632612
Grorud IL,,1563.2558657599157
FC Burnley,,2140.11
Valerenga Fotball Elite,,1568.8934016832736
FC Samgurali Tskaltubo,,1581.0541391424863
Slovan Bratislava U21,,1500.2541049539198
STK 1914 Samorin,,1530.54562772452
Dreams FC,,1607.426556798838
AD Kamasza,,1539.9430088209733
FS Jelgava,,1690.8669517457884
SK Unicov,,1543.5223045117841
SC Ostbahn XI,,1653.3704004998356
FK Radnik Hadzici,,1636.5295586008447
TJ Sokol Sebkovice,,1599.2306845480373
Rodez AF,,1667.4147986325465
Helsinki IFK,,1655.9342970044368
1.BFK Frydlant nad Ostravici,,1658.5238911227816
Safa Beirut SC,,1696.9219567596701
El Masry SC,,1671.3556455784583
Pyramids FC,,1565.564770646739
Masr El Makasa,,1612.4442743355748
Ittihad Tanger,,1566.1614420732976
FC Velke Mezirici,,1699.9685068471313
FC Slavia Karlovy Vary,,1529.075403349226
FK Pelhrimov,,1546.0622127671884
FC Vysocina Jihlava U19,,1694.878125822738
FK Senica U19 (- 2022),,1671.2532411835302
